60,8,0.00,5.00,0,1,-1,-1,-1
60,9,-2.00,4.00,0,1,-1,-1,-1
61,8,-1.00,6.00,0,1,-1,-1,-1
62,8,-1.00,6.00,0,1,-1,-1,-1
63,8,0.00,5.00,0,1,-1,-1,-1
63,10,1.00,6.00,0,1,-1,-1,-1
64,8,1.00,4.00,0,1,-1,-1,-1
64,10,1.00,6.00,0,1,-1,-1,-1
65,8,1.00,4.00,0,1,-1,-1,-1
65,10,1.00,6.00,0,1,-1,-1,-1
66,8,0.00,5.00,0,1,-1,-1,-1
66,10,0.00,6.00,0,1,-1,-1,-1
67,8,0.00,5.00,0,1,-1,-1,-1
67,10,0.00,7.00,0,1,-1,-1,-1
68,8,-1.00,5.00,0,1,-1,-1,-1
68,10,-1.00,7.00,0,1,-1,-1,-1
69,8,0.00,5.00,0,1,-1,-1,-1
69,10,0.00,6.00,0,1,-1,-1,-1
70,8,0.00,3.00,0,1,-1,-1,-1
70,10,0.00,4.00,0,1,-1,-1,-1
71,8,0.00,4.00,0,1,-1,-1,-1
71,10,0.00,4.00,0,1,-1,-1,-1
72,8,-1.00,6.00,0,1,-1,-1,-1
72,10,-2.00,5.00,0,1,-1,-1,-1
73,8,-14.00,21.00,0,1,-1,-1,-1
73,10,-15.00,20.00,0,1,-1,-1,-1
74,11,0.00,4.00,0,1,-1,-1,-1
74,12,1.00,5.00,0,1,-1,-1,-1
75,11,1.00,4.00,0,1,-1,-1,-1
75,12,1.00,4.00,0,1,-1,-1,-1
76,11,2.00,4.00,0,1,-1,-1,-1
76,12,1.00,3.00,0,1,-1,-1,-1
77,11,1.00,5.00,0,1,-1,-1,-1
77,12,1.00,3.00,0,1,-1,-1,-1
78,11,1.00,5.00,0,1,-1,-1,-1
78,12,0.00,4.00,0,1,-1,-1,-1
79,11,0.00,6.00,0,1,-1,-1,-1
79,12,0.00,4.00,0,1,-1,-1,-1
80,11,0.00,5.00,0,1,-1,-1,-1
80,12,-1.00,4.00,0,1,-1,-1,-1
81,11,1.00,4.00,0,1,-1,-1,-1
82,11,1.00,3.00,0,1,-1,-1,-1
82,12,1.00,4.00,0,1,-1,-1,-1
83,11,0.00,3.00,0,1,-1,-1,-1
83,12,1.00,4.00,0,1,-1,-1,-1
84,11,-1.00,4.00,0,1,-1,-1,-1
84,12,0.00,5.00,0,1,-1,-1,-1
85,11,-1.00,4.00,0,1,-1,-1,-1
85,12,0.00,5.00,0,1,-1,-1,-1
86,11,-1.00,4.00,0,1,-1,-1,-1
86,12,0.00,5.00,0,1,-1,-1,-1
87,11,0.00,3.00,0,1,-1,-1,-1
87,12,1.00,4.00,0,1,-1,-1,-1
88,11,1.00,2.00,0,1,-1,-1,-1
88,12,1.00,4.00,0,1,-1,-1,-1
89,11,-1.00,4.00,0,1,-1,-1,-1
89,12,-1.00,6.00,0,1,-1,-1,-1
90,11,-2.00,7.00,0,1,-1,-1,-1
91,11,-1.00,5.00,0,1,-1,-1,-1
92,11,0.00,4.00,0,1,-1,-1,-1
93,11,1.00,2.00,0,1,-1,-1,-1
94,11,1.00,2.00,0,1,-1,-1,-1
95,11,1.00,2.00,0,1,-1,-1,-1
95,15,1.00,3.00,0,1,-1,-1,-1
96,11,0.00,3.00,0,1,-1,-1,-1
96,15,0.00,3.00,0,1,-1,-1,-1
97,11,0.00,4.00,0,1,-1,-1,-1
97,15,0.00,3.00,0,1,-1,-1,-1
98,11,1.00,3.00,0,1,-1,-1,-1
98,15,1.00,2.00,0,1,-1,-1,-1
99,11,2.00,3.00,0,1,-1,-1,-1
99,15,1.00,1.00,0,1,-1,-1,-1
100,11,2.00,3.00,0,1,-1,-1,-1
100,15,1.00,1.00,0,1,-1,-1,-1
101,11,1.00,3.00,0,1,-1,-1,-1
101,15,1.00,2.00,0,1,-1,-1,-1
102,11,0.00,5.00,0,1,-1,-1,-1
102,15,0.00,3.00,0,1,-1,-1,-1
103,15,0.00,3.00,0,1,-1,-1,-1
104,11,1.00,4.00,0,1,-1,-1,-1
104,15,0.00,2.00,0,1,-1,-1,-1
